Car Name,CO2
Volkswagen  - ID.3 - Pro Performance,89
Volkswagen  - ID.3 - Pro Performance,90
Volkswagen  - ID.3 - ID.3 Pro Performance Tech,9
Tesla Motors  - Model 3 - Longrange,96
Volkswagen  - ID.3 - ID.3,90
Volkswagen  - ID.3 - Kübelwagen,91
Volkswagen  - ID.3 - 1st MAX,90
Volkswagen  - ID.3 - ID.3 PRO 150KW Plus,2
Volkswagen  - ID.3 - VW  ID.3,92
Tesla Motors  - Model 3 - Model 3 LR,93
Volkswagen  - ID.3 - 1st Pro Max,93
Volkswagen  - ID.3 - ID.3 max,92
Volkswagen  - ID.3 - iD,97
Volkswagen  - ID.3 - Pro Performace Life,62
Volkswagen  - ID.3 - Pro S,93
Volkswagen  - ID.3 - Pro S Tour,94
Volkswagen  - ID.3 - ID.3 Pro,0
Cupra  - Born - Born Alpha 58,0
Volkswagen  - ID.3 - Pro,94
Cupra  - Born - 58kWh,2
Volkswagen  - ID.3 - ID.3 1st Edition Pro Performance Max,94
Volkswagen  - ID.3 - Pro S Tour,2
Cupra  - Born - Born 77 e-Boost,24
Volkswagen  - ID.3 - id.3 Pro Performance,99
Tesla Motors  - Model 3 - SR,117
Volkswagen  - ID.3 - Pro Performance Life,97
Volkswagen  - ID.3 - First Edition ,99
Volkswagen  - ID.3 - ID.3 1st Plus,97
Volkswagen  - ID.3 - Pro Performance,72
Cupra  - Born - MJ23 170kW 58kWh,100
Volkswagen  - ID.3 - 1st Max,0
Volkswagen  - ID.3 - Pro Performance,97
Volkswagen  - ID.3 - Family Pro Performance,0
Volkswagen  - ID.3 - Pro S Tour,101
Cupra  - Born - Born,92
Tesla Motors  - Model 3 - Long Range AWD,89
Tesla Motors  - Model 3 - Model 3,105
Volkswagen  - ID.3 - Pro Performance,18
Volkswagen  - ID.3 - ID.3 Pro Performance ,104
Tesla Motors  - Model 3 - LR AWD,127
Cupra  - Born - Born 77 kWh,107
Volkswagen  - ID.3 - Pro Performance,0
Volkswagen  - ID.3 - ID.3,102
Volkswagen  - ID.3 - pro performance,106
Volkswagen  - ID.3 - Pro Performance ,107
Volkswagen  - ID.3 - ID.3 Pro,101
Volkswagen  - ID.3 - Pure  Performance,56
Volkswagen  - ID.3 - Pro Performance 1st Max,107
Volkswagen  - ID.3 - Pro Family,107
Volkswagen  - ID.3 - Pro Performance Max,105
Volkswagen  - ID.3 - Pro,112
Volkswagen  - ID.3 - ID.3 Pro Performance,102
Volkswagen  - ID.3 - ID.3 Pro S (4-Sitzer),108
Volkswagen  - ID.3 - Business,1
Volkswagen  - ID.3 - ID3,69
Volkswagen  - ID.3 - Pro S Tour,116
Volkswagen  - ID.3 - 1st Max,108
Tesla Motors  - Model 3 - Model 3 Performance,142
Volkswagen  - ID.3 - Pro Performance,112
Volkswagen  - ID.3 - ID.3 Pro Performance 1st Edition,4
Volkswagen  - ID.3 - ID3 58,119
Volkswagen  - ID.3 - Pro Performance Tech,114
Volkswagen  - ID.3 - 1ST Plus,124
Tesla Motors  - Model 3 - Model 3 LR,93
Volkswagen  - ID.3 - id3,120
"Audi  - A2 3L - A2 1,2 TDI",70
Audi  - A2 3L - A2 2L 1.2 TDI ,72
Tesla Motors  - Model 3 - LR Dual Motor,93
Tesla Motors  - Model 3 - Tessi,116
Tesla Motors  - Model 3 - M3SR,92
Tesla Motors  - Model 3 - MIC Model 3 2022,103
Tesla Motors  - Model 3 - Model 3 SR+,93
Audi  - A2 3L - A2 1.2 TDI,80
Audi  - A2 3L - A2 1.2 TDI,71
Volkswagen  - ID.3 - Pro Performance Family,5
"Audi  - A2 3L - A2 1,2 TDI",79
Audi  - A2 3L - A2 1.2 tdi,81
"Audi  - A2 3L - 1,2 tdi",66
Audi  - A2 3L - 1.2TDI,82
Audi  - A2 3L - 3L,80
Volkswagen  - ID.3 - Pure,77
Audi  - A2 3L - A2 1.2 TDI EU3 jetzt D4,77
Audi  - A2 3L - 1.2 TDI,84
Audi  - A2 3L - 3l  ,76
Audi  - A2 3L - 1.2 TDI,84
"Audi  - A2 3L - A2 1,2 TDI",80
Audi  - A2 3L - A2-3L ,84
Opel  - Corsa - Corsa  E,82
Audi  - A2 3L - Audi A2 Eco,81
Tesla Motors  - Model 3 - LR,7
Audi  - A2 3L - A2 1.2 TDI 3L,86
"Audi  - A2 3L - Audi 1,2 TDI ",84
Audi  - A2 3L - 1.2 TDI,86
Audi  - A2 3L - sparwunder,82
Audi  - A2 3L - eco,84
Cupra  - Born - Copper Edition ,82
Audi  - A2 3L - 1.2 TDI,82
Audi  - A2 3L - D4 Style & Advance,87
Audi  - A2 3L - A2,85
Audi  - A2 3L - A2 1.2 TDI 3L,83
Audi  - A2 3L - 1.2 TDI,87
Audi  - A2 3L - 1.2 TDI,87
"Audi  - A2 3L - 1,2 TDI",85
Audi  - A2 3L - 1.2 TDI,87
Audi  - A2 3L - 1.2 TDI,88
Audi  - A2 3L - A2 1.2 TDI D4,87
Audi  - A2 3L - 1.2 TDI,88
Audi  - A2 3L - Audi A2 (1.2TDI),87
Audi  - A2 3L - A2 3L,85
Audi  - A2 3L - A2 1.2 TDI,88
Audi  - A2 3L - A2 TDi 3L,87
Volkswagen  - ID.3 - ID 3 Pro Performance Tech,0
Audi  - A2 3L - Audi A2 1.2 TDI,87
Audi  - A2 3L - 3Liter,89
Audi  - A2 3L - 1.2 TDI (EU3),88
Audi  - A2 3L - A2 eco blau,89
"Audi  - A2 3L - 1,2 TDI",87
Audi  - A2 3L - 8Z,89
Audi  - A2 3L - A2 1.2 TDI,90
Audi  - A2 3L - A2 3L,89
Audi  - A2 3L - A2 3L rot,90
Audi  - A2 3L - 1.2 X-Tend,90
Audi  - A2 3L - A2 3L 1.2 TDI,89
Volkswagen  - ID.3 - ID.3 Pure Performance,81
Audi  - A2 3L - 1.2 TDI,91
Audi  - A2 3L - A2 1.2TDI,88
Audi  - A2 3L - AUDI A2 1.2 TDI,90
Tesla Motors  - Model 3 - SR+,89
Tesla Motors  - Model 3 - M3LR2021,93
"Audi  - A2 3L - 1,2TDI",85
Audi  - A2 3L - A2 1.2 3L TDI + Klima + Servo ,90
Tesla Motors  - Model 3 - Long Range,93
Audi  - A2 3L - Style,80
Kia  - Soul - Spirit,76
Audi  - A2 3L - dieselino,92
Volkswagen  - ID.3 - 1st Plus,78
Audi  - A2 3L - A2 1.2 TDI 3L,91
Audi  - A2 3L - Grau  2004,90
BMW  - i3 - i3 Fully Charged,78
Audi  - A2 3L - A2 1.2 TDI,92
Audi  - A2 3L - A2 Tdi Eco 3L,92
Volkswagen  - ID.3 - Pro,84
Audi  - A2 3L - 3L,93
Volkswagen  - ID.3 - Pro,84
"Audi  - A2 3L - A2 1,2TDI (EU3)",92
Audi  - A2 3L - 1.2 TDI,92
Audi  - A2 3L - A2 1.2 TDI Eco,94
Audi  - A2 3L - A2 1.2TDI,92
Volkswagen  - ID.3 - Pro life,86
Audi  - A2 3L - eco,93
Audi  - A2 3L - 1.2 TDI,92
Audi  - A2 3L - 1.2,94
"Audi  - A2 3L - A2 1,2  3l",93
Volkswagen  - ID.3 - ID.3,87
Audi  - A2 3L - 1.2 TDI (EU3;3L) PM3 ng. 940kg,94
Audi  - A2 3L - 1.2,95
Audi  - A2 3L - Energiesparauto,94
Volkswagen  - ID.3 - iD3 Pro S,92
Audi  - A2 3L - TDI 1.2,93
Audi  - A2 3L - ANY,94
Audi  - A2 3L - 1.2 3L TDI,95
Audi  - A2 3L - A2 1.2TDI 61PS,93
Audi  - A2 3L - A2 1.2TDI EU3/D4,96
"Audi  - A2 3L - 1,2l",95
Volkswagen  - ID.3 - ID.3 PRO S,7
Audi  - A2 3L - A2 1.2 TDI 3L + Klima ohne Servo,96
Audi  - A2 3L - 1.2 TDI (3L),96
Audi  - A2 3L - A2 1.2 TDI,94
"Audi  - A2 3L - 1,2 TDI 3L",95
Audi  - A2 3L - 1.2 TDI,97
Audi  - A2 3L - Limousine,96
Tesla Motors  - Model 3 - M3P,120
Audi  - A2 3L - A2 3L schwarz,96
Audi  - A2 3L - AMY,97
Audi  - A2 3L - Knutschkugel,97
"Audi  - A2 3L - Audi A2 1,2 TDI",97
Audi  - A2 3L - 1.2 TDI 3L,98
Audi  - A2 3L - 1.2 TDI DPF,98
Audi  - A2 3L - A2 1.2TDI 3L XTEND,97
Mini  - Mini Cooper SE - SE,0
Fiat  - 500 - Icon,28
Audi  - A2 3L - A2 1.2 TDi 3L EU3,98
Audi  - A2 3L - 1.2 TDI,97
Audi  - A2 3L - 1.2 TDI,96
Tesla Motors  - Model 3 - SR+,79
Audi  - A2 3L - A2 1.2TDI EU3,99
Audi  - A2 3L - A2,99
Audi  - A2 3L - A2 3L Handschaltung,98
Audi  - A2 3L - 1.2TDI3L,99
Audi  - A2 3L - 1.2 TDI 3L,98
Audi  - A2 3L - Kobalt 1,98
Audi  - A2 3L - 3L,99
Audi  - A2 3L - A2 1.2 3L TDI + Klima + Servo,99
Volkswagen  - ID.3 - Pro Performance Business Max 150 kW,92
Audi  - A2 3L - A2,99
Peugeot  - 208 - e208GT,74
Audi  - A2 3L - 1.2 TDI,99
Audi  - A2 3L - Audi A2 1.2 TDI,95
Audi  - A2 3L - 1.2 TDI,99
Volkswagen  - ID.3 - ID.3 1st  Max 58Kw,92
Audi  - A2 3L - 3L,100
Volkswagen  - ID.3 - Pro,92
Audi  - A2 3L - Xtend,99
Audi  - A2 3L - A2 TDI 3L,100
Audi  - A2 3L - A2 1.2TDI,99
Audi  - A2 3L - A2 3L D4 + Part.Filter,100
Audi  - A2 3L - 1.2 TDI,102
Audi  - A2 3L - A2 3L silber,101
Audi  - A2 3L - EU3 3l; D4,100
Tesla Motors  - Model 3 - Model 3 RWD,92
Audi  - A2 3L - 1.2 TDI,99
"Audi  - A2 3L - A2 1,2 TDI 3L",102
Audi  - A2 3L - Audi A2 3L,101
Audi  - A2 3L - A2 1.2 TDI,102
Tesla Motors  - Model 3 - Performance ,129
Audi  - A2 3L - Audi A2 3L,104
Audi  - A2 3L - 1.2 TDI,103
Audi  - A2 3L - A2 1.2 TDI 3L(EUR3),103
Cupra  - Born - e-boost,98
Audi  - A2 3L - 1.2 TDI,105
Audi  - A2 3L - A2,104
Audi  - A2 3L - 1.2TDI,104
Audi  - A2 3L - 1.2 TDI,105
Audi  - A2 3L - 1.2 TDI,104
Audi  - A2 3L - A2 1.2 3L,105
Audi  - A2 3L - 3L TDI,105
Audi  - A2 3L - 1.2 l TDI,106
Volkswagen  - ID.3 - Pure performance ,101
Audi  - A2 3L - 1.2 TDI,105
Tesla Motors  - Model 3 - 2,93
Audi  - A2 3L - 1.2 TDI,106
Tesla Motors  - Model 3 - LongRange,144
Tesla Motors  - Model 3 - LR    ,79
Volkswagen  - ID.3 - Pro S,55
Audi  - A2 3L - 3L,107
Audi  - A2 3L - 1.2 3L 4D,107
Audi  - A2 3L - A2 1.2 TDI,106
Audi  - A2 3L - 1.2 TDI,107
Audi  - A2 3L - 1.2 TDI,108
Audi  - A2 3L - 1.2TDI 3L,108
Audi  - A2 3L - 1.2 TDI,108
Audi  - A2 3L - Margit,107
Volkswagen  - ID.3 - ID3 Pro 2023,67
"Volkswagen  - ID.3 - ID.3 Pro Performance ""Tech""",0
Audi  - A2 3L - 1.2 TDI,107
Audi  - A2 3L - 1.2 TDi 3L,109
Audi  - A2 3L - A2 1.2 TDI,112
"Audi  - A2 3L - 1,2 TDI",108
Tesla Motors  - Model 3 - 2022,89
Volkswagen  - ID.3 - Tech,98
Tesla Motors  - Model 3 - Long Range,113
Volkswagen  - ID.3 - Tech,116
Audi  - A2 3L - 3L,115
Audi  - A2 3L - A2 3L 1.2 TDI,114
Tesla Motors  - Model 3 - long range,93
Audi  - A2 3L - 1.2 TDI ECO,116
Audi  - A2 3L - BlueBox,110
"Audi  - A2 3L - A2 1.2 TDI ""3L"" 2002",77
Audi  - A2 3L - Xtend,112
Audi  - A2 3L - 1.2 TDI,118
Audi  - A2 3L - 1.2 TDI,139
Volkswagen  - ID.3 - Tour,148
Seat  - Mii - 1.0  Chic Ecofuel Ecomotive ,75
Audi  - A2 3L - 3L TDI,115
"Audi  - A2 3L - A2 1,2 TDI",78
Seat  - Mii - style 5p 1.0 ecofuel,78
Audi  - A2 3L - ANY,119
Renault  - ZOE - ZOE Intens R135 Z.E. 50,73
Audi  - A2 3L - 3L,117
Audi  - A2 3L - Sportback TDI,166
"Seat  - Mii - 1,0 Ecofuel",73
Seat  - Mii - Ecofuel,80
Seat  - Mii - ecofuel ,81
Seat  - Mii - Mii Ecofuel Style Salsa,82
Seat  - Mii - Mii Ecofuel,84
Seat  - Mii - Style Ed Plus 5p,82
Seat  - Mii - Seat mii style,81
Seat  - Mii - 5-Türer Chili & Style CNG Eco,82
Audi  - A2 3L - A2 1.2 TDI Eco,86
Audi  - A2 3L - 3L 1.2 TDI AUT.,87
Seat  - Mii - Mii Style Ecofuel,85
Audi  - A2 3L - 1.2 TDI,113
Seat  - Mii - EcoFuel,84
Seat  - Mii - Style,87
Seat  - Mii - chic ecofuel,85
Seat  - Mii - Style - Ecofuel,86
Seat  - Mii - Style Viva,85
"Audi  - A2 3L - Audi A2 1,2TDI",109
Seat  - Mii - ecofuel Style Edition Plus,86
Seat  - Mii - Seat Mii Ecofuel,90
Seat  - Mii - Ecofuel GNC Style Edition Plus 5p,89
"Seat  - Mii - Mii 1.0 Ecofuel Ecomotive, Reference VIVA",87
Seat  - Mii - Ecofuel,89
Seat  - Mii - Reference Salsa,87
Seat  - Mii - edición plus,90
Seat  - Mii - Ecofuel,92
Tesla Motors  - Model 3 - Standardrange,73
Seat  - Mii - Mii,92
Seat  - Mii - Seat Mii Ecofuel,87
Seat  - Mii - Chic,91
"Audi  - A2 3L - 1,2 tdi 3L",90
Tesla Motors  - Model 3 - SR+,118
Volkswagen  - ID.3 - Pro,84
Seat  - Mii -  chic Ecofuel,92
Audi  - A2 3L - 1.2 TDI (EURO3),92
Tesla Motors  - Model 3 - Model 3,94
Audi  - A2 3L - A2 1.2 TDI,91
Seat  - Mii - Mii Chic Ecofuel,93
Seat  - Mii - Mii Style Salsa,87
Seat  - Mii - Mii Chic,95
Seat  - Mii - Cosmopolitan Ecofuel,93
Seat  - Mii - Ecofuel,96
Seat  - Mii - Mii Chic Ecofuel,94
Seat  - Mii - Sun,97
Seat  - Mii - Chilli and style 5 trg.,95
Seat  - Mii - Mii connect,96
Seat  - Mii - Style,98
Audi  - A2 3L - 1.2 TDI,94
Seat  - Mii - Ecofuel,95
Seat  - Mii - Style Salsa ecofuel,96
Seat  - Mii - Ecofuel,99
Seat  - Mii - CNG Ecofuel,99
Audi  - A2 3L - A2 1.2 TDI 3l EU3,95
Seat  - Mii - Ecofuel,100
Seat  - Mii - ecofuel chic,99
Seat  - Mii - Mii Chic Eco Fuel,100
Seat  - Mii - mii ecofuel,100
Seat  - Mii - Itech,92
Tesla Motors  - Model 3 - LR AWD,70
Seat  - Mii - Mii Style Ecofuel Sport,100
Audi  - A2 3L - 1.2 TDI,103
Seat  - Mii - Ecomotive,101
Seat  - Mii - Seat Mii Style Ecofuel,100
Audi  - A2 3L - 1.2L TDI Xtend,98
Tesla Motors  - Model 3 - LR AWD,93
Audi  - A2 3L - A2 3L,98
Seat  - Mii - chic,101
Audi  - A2 3L - A2 1.2 TDI,98
"Seat  - Mii - by Mango, 1.0 Ecofuel Start&Stop",101
Audi  - A2 3L - A2 3l,99
Seat  - Mii - Style,101
Seat  - Mii - Ecofuel,102
Seat  - Mii - Chic,104
Seat  - Mii - Ecofuel by Mango,105
Seat  - Mii - Style 5p,105
Seat  - Mii - iTech ecofuel ,105
Audi  - A2 3L - 1.2TDI,91
Seat  - Mii - Mii,102
Cupra  - Born - 58 kwh,92
Seat  - Mii - style viva,108
Seat  - Mii - Seat Mii Chic Ecofuel,106
Seat  - Mii - Style,108
"Audi  - A2 3L - A2 1,2 TDI 3L",99
Seat  - Mii - Reference,108
Seat  - Mii - Style Sala,105
Seat  - Mii - Seat Mii CNG,110
Seat  - Mii - Ecofuel Style,108
Seat  - Mii - Style Salsa,109
Seat  - Mii - FR,109
Volkswagen  - ID.3 - Pro Performance,47
Seat  - Mii - Mango Deep Schwarz,112
Seat  - Mii - style plus,109
Seat  - Mii - Ecofuel Chic,116
Seat  - Mii - Ecofuel Reference 4YOU,112
Seat  - Mii - ecofuel,119
Seat  - Mii - ecofuel Mango,112
Seat  - Mii - Chic,113
Seat  - Mii - Itech,111
Audi  - A2 3L - A2 3L D4 grüne Plakette,102
Seat  - Mii - Mii 1.0 CNG EcoFuel Reference,122
Seat  - Mii - Mii Ecofuel,114
Audi  - A2 3L - A2 1.2 TDI,105
Seat  - Mii - Style gelb,114
Tesla Motors  - Model 3 - Performance,95
Tesla Motors  - Model Y - Model Y,27
Seat  - Mii - ecofuel,144
Tesla Motors  - Model Y - Model Y,68
Seat  - Mii - Ecofuel,99
Volkswagen  - ID.3 - first pro,67
Tesla Motors  - Model Y - SR,67
Tesla Motors  - Model Y - SR,69
Tesla Motors  - Model Y - Performance,44
Tesla Motors  - Model Y - Y,23
Tesla Motors  - Model Y - Standard Range,67
Volkswagen  - ID.3 - Pro Performance,111
Tesla Motors  - Model Y - TESLA Model Y,70
Tesla Motors  - Model Y - Standard Range,74
Tesla Motors  - Model Y - YSLD,80
Tesla Motors  - Model Y - Long Range,75
Audi  - A2 3L - AUDI A2 1.2 TDI 3L,111
Volkswagen  - ID.3 - ID3 1st,141
Tesla Motors  - Model Y - Model Y RWD,81
Tesla Motors  - Model Y - Standard Range,70
Seat  - Mii - Mii Ecofuel Style,68
Seat  - Mii - Mii Style Eco Fuel,93
Seat  - Mii - mii by mango,97
Seat  - Mii - Seat Mii Reference CNG 1.0,95
Tesla Motors  - Model 3 - Model 3 LR,120
Cupra  - Born - Born 170kW 58kWh,40
Seat  - Mii - I-Tech Ecofuel,75
Tesla Motors  - Model Y - LR,79
Tesla Motors  - Model Y - Model Y RWD,85
Volkswagen  - ID.3 - Pro,38
"Audi  - A2 3L - 1,2 TDI",81
Seat  - Mii - Chic,118
Volkswagen  - ID.3 - Pro S,0
Tesla Motors  - Model 3 - LR,115
Tesla Motors  - Model Y - LR,76
Tesla Motors  - Model Y - RWD Standard Range,78
Volkswagen  - ID.3 - 1st Plus,72
Seat  - Mii - EcoFuel,101
Tesla Motors  - Model Y - LR AWD,87
Tesla Motors  - Model Y - LR 2023 Europe,86
Seat  - Mii - Seat Mii 1.0 50kW/68pk,107
Seat  - Mii - Chic 2018,90
Tesla Motors  - Model Y - Performance,88
Tesla Motors  - Model Y - SR RWD,86
Tesla Motors  - Model Y - LR,88
Seat  - Mii - Mii,92
Audi  - A2 3L - 8Z,99
Tesla Motors  - Model Y - Y,89
Tesla Motors  - Model Y - Long Range,89
Tesla Motors  - Model Y - Model Y Standard Range,86
"Audi  - A2 3L - A2 1,2 TDI 3L",92
Tesla Motors  - Model Y - Standard Range,90
Tesla Motors  - Model 3 - Performmance,84
Seat  - Mii - Mii Ecofuel,97
Tesla Motors  - Model Y - MyY,90
Tesla Motors  - Model Y - Standard ,90
Seat  - Mii - Chili & Style CNG Ecofuel,99
Seat  - Mii - itech ecofuel ,99
Tesla Motors  - Model Y - Long Range,4
Tesla Motors  - Model Y - Standard Range,92
Seat  - Mii - by Mango,102
Tesla Motors  - Model Y - RWD,91
Tesla Motors  - Model Y - RWD,87
Tesla Motors  - Model Y - LR AWD,92
Seat  - Mii - Sun,107
Tesla Motors  - Model Y - Standard / RWD,93
Tesla Motors  - Model Y - LR,89
Tesla Motors  - Model Y - Y SR,85
Tesla Motors  - Model 3 - Long Range,60
Seat  - Mii - Style Salsa,92
Tesla Motors  - Model Y - LR,92
Tesla Motors  - Model Y - Heckantrieb,88
Tesla Motors  - Model Y - Performance,93
Volkswagen  - ID.3 - 1st Max,101
Tesla Motors  - Model Y - LR AWD,86
Tesla Motors  - Model Y - 2023,94
Tesla Motors  - Model Y - RWD,98
Tesla Motors  - Model Y - Model Y LR,93
Audi  - A2 3L - 1.2TDi 3L,109
Tesla Motors  - Model Y - Model Y LR 2021,75
Tesla Motors  - Model Y - Model Y,75
Tesla Motors  - Model Y - RWD,95
Tesla Motors  - Model Y - Performance,93
Audi  - A2 3L - A2,115
Tesla Motors  - Model Y - LR,93
Tesla Motors  - Model Y - RWD,82
Tesla Motors  - Model Y - Long Range,94
Tesla Motors  - Model Y - Standard Range,83
Tesla Motors  - Model 3 - TM3 LR AWD,93
Tesla Motors  - Model Y - 2022 Tesla Model Y Performance Dual Motor All-Wheel Drive,94
Cupra  - Born - Born 58kWh,68
Tesla Motors  - Model Y - propulsion,81
Tesla Motors  - Model Y - Model Y LR,0
Tesla Motors  - Model 3 - LR Dual Motor,83
Tesla Motors  - Model Y - SR,102
Tesla Motors  - Model Y - Y SR,81
Tesla Motors  - Model Y - Y,97
Tesla Motors  - Model Y - Tesla MY,95
Audi  - A2 3L - 1.2 TDI,111
Tesla Motors  - Model Y - Model Y Long Range,96
Tesla Motors  - Model Y - SR,95
Tesla Motors  - Model Y - Model Y 2022,95
Tesla Motors  - Model Y - Y Long Range AWD,95
Tesla Motors  - Model Y - Europa 2023,97
Tesla Motors  - Model Y - Y,92
Tesla Motors  - Model Y - Model Y,97
Tesla Motors  - Model Y - Model Y 2023 SR+,63
Tesla Motors  - Model Y - Propulsion,96
Tesla Motors  - Model 3 - Model 3,74
Tesla Motors  - Model 3 - LR RWD,79
Tesla Motors  - Model 3 - Long Range MY 2022,121
Tesla Motors  - Model Y - propulsion ,96
Tesla Motors  - Model 3 - Model 3 RWD 60kWh,0
Tesla Motors  - Model Y - Longue Range,97
Tesla Motors  - Model Y - Model Y Performance,82
Tesla Motors  - Model 3 - Long Range,93
Tesla Motors  - Model Y - Long Range,106
Tesla Motors  - Model Y - MY LR,99
Tesla Motors  - Model Y - TMY Propulsion,92
Tesla Motors  - Model Y - 2023 LR,97
Seat  - Mii - Chic Ecofuel,115
Tesla Motors  - Model Y - Tesla,97
Tesla Motors  - Model Y - Raumschiff,99
Tesla Motors  - Model Y - Long Range ,46
Tesla Motors  - Model Y - Long Range,100
Tesla Motors  - Model Y - Performance,99
Tesla Motors  - Model Y - Long Range,101
Tesla Motors  - Model Y - SR,83
Tesla Motors  - Model Y - Long Range,0
Tesla Motors  - Model Y - RWD,93
Tesla Motors  - Model Y - Long Range 2022,23
Tesla Motors  - Model Y - 2022,100
Tesla Motors  - Model Y - Performance,101
Tesla Motors  - Model Y - Propulsion,89
Tesla Motors  - Model Y - Performance,102
Tesla Motors  - Model Y - Tesla Y Standard Range,88
Tesla Motors  - Model Y - Model Y LR,0
Tesla Motors  - Model Y - Y,103
Tesla Motors  - Model Y - Model Y RWD,89
Tesla Motors  - Model Y - Model Y - Standard Range,94
Tesla Motors  - Model Y - Standard,104
Tesla Motors  - Model Y - 2022,46
Tesla Motors  - Model Y - Long Range ,0
Tesla Motors  - Model Y - Model Y,105
Tesla Motors  - Model Y - Long Range Dual Motor,100
Tesla Motors  - Model Y - Long Range,1
Tesla Motors  - Model Y - Model Y LR,84
"Audi  - A2 3L - 1,2 TDI",92
Tesla Motors  - Model Y - Model Y LR AWD,0
Tesla Motors  - Model Y - Long Range,0
Tesla Motors  - Model Y - Model Y Performance 2022,4
Tesla Motors  - Model Y - Model Y LR,106
Tesla Motors  - Model Y - AWD,105
Tesla Motors  - Model Y - E-ezzee,106
Tesla Motors  - Model Y - LR,103
Kia  - Soul - Soul EV Ultimate 27 kWh,125
Tesla Motors  - Model Y - LR long range,0
Tesla Motors  - Model Y - LR,90
Audi  - A2 3L - 1.2 TDI,93
Tesla Motors  - Model Y - Model Y LR,105
Tesla Motors  - Model Y - Performance,107
Tesla Motors  - Model Y - Performance,108
Tesla Motors  - Model 3 - SR+,7
Tesla Motors  - Model Y - Model Y,105
Tesla Motors  - Model Y - Model Y LR,0
Tesla Motors  - Model Y - 2023 Europe,108
Tesla Motors  - Model Y - Model Y LR,10
Tesla Motors  - Model Y - Y LR AWD,107
Tesla Motors  - Model Y - LR,109
Tesla Motors  - Model Y - Propulsion,0
Tesla Motors  - Model Y - Model Y RWD,109
Tesla Motors  - Model Y - Long Range,110
Tesla Motors  - Model Y - Performance,107
Tesla Motors  - Model Y - Long Range,110
Tesla Motors  - Model 3 - TESMO der Erste,121
Tesla Motors  - Model Y - SR,110
Tesla Motors  - Model Y - LR,87
Tesla Motors  - Model Y - Model Y Performance,109
Tesla Motors  - Model Y - Long Range ,111
Tesla Motors  - Model Y - LR,91
Tesla Motors  - Model Y - Y  Dualmotor Longrange,110
Tesla Motors  - Model Y - LR,110
Tesla Motors  - Model Y - MY,110
Tesla Motors  - Model Y - long rang,112
Tesla Motors  - Model Y - Performance,0
Tesla Motors  - Model Y - Tesla Model Y RWD,113
Seat  - Mii - Mii 1.0 ecofuel,100
Tesla Motors  - Model Y - Rear-Wheel-Drive,67
Tesla Motors  - Model Y - 2022,110
Tesla Motors  - Model Y - Long Range,114
Seat  - Mii - Chili&Style,91
Seat  - Mii - Mii Ecofuel,101
Tesla Motors  - Model Y - LR,119
Tesla Motors  - Model Y - Performance,111
Tesla Motors  - Model Y - perf,115
Tesla Motors  - Model Y - SR,120
Tesla Motors  - Model Y - LR,122
Tesla Motors  - Model Y - Y,114
Tesla Motors  - Model Y - Performance,0
Tesla Motors  - Model 3 - Model   3 RWD,94
Tesla Motors  - Model Y - LongRange,113
Tesla Motors  - Model Y - Dual Motor,13
Tesla Motors  - Model Y - MY 2021,0
Tesla Motors  - Model Y - Long Range Dual Motor AWD,116
Tesla Motors  - Model Y - Model Y RWD,91
Tesla Motors  - Model Y - Model Y LR,127
Tesla Motors  - Model Y - performance,123
Tesla Motors  - Model Y - Model Y,118
Tesla Motors  - Model Y - Long Range,118
Tesla Motors  - Model Y - long range ,0
Tesla Motors  - Model Y - Model Y Performance,126
Tesla Motors  - Model Y - MYP,120
Tesla Motors  - Model Y - LR AWD,0
Tesla Motors  - Model Y - Y LR,126
Tesla Motors  - Model Y - Longrange,134
Tesla Motors  - Model Y - Model Y 2023 Europa LR,81
Tesla Motors  - Model Y - dual motor,129
Tesla Motors  - Model Y - RWD,76
Tesla Motors  - Model Y - Tesla Model Y LR,168
Tesla Motors  - Model Y - Performance,131
Skoda  - Citigo - CitiGo Erdgas,76
Audi  - A2 3L - 1.2 TDI II,101
Tesla Motors  - Model Y - LR,127
Skoda  - Citigo - Škoda Citigo Style G-TEC,78
Tesla Motors  - Model Y - Model Y Long Range,141
Tesla Motors  - Model Y - MIC Model Y LR 2022,136
Skoda  - Citigo - Citigo,79
Skoda  - Citigo - Monte Carlo,83
Skoda  - Citigo - eco,81
Tesla Motors  - Model 3 - Long Range,90
Skoda  - Citigo - CitiGo Active,78
Tesla Motors  - Model 3 - Dual Motor AWD,89
Tesla Motors  - Model Y - RWD,92
Tesla Motors  - Model Y - SR,93
Tesla Motors  - Model 3 -  Long Range AWD,0
Skoda  - Citigo - Elegance G-TEC,83
Skoda  - Citigo - Citigo Ambition,81
Skoda  - Citigo - clever,85
Skoda  - Citigo - 1.0 G- Tec,87
Skoda  - Citigo - citigo cng,89
"Skoda  - Citigo - G-Tec, Elegance",89
"Skoda  - Citigo - 1,0 g-tec (Clever)",87
Skoda  - Citigo - G-Tech,90
Skoda  - Citigo - Elegance Greentec,90
Tesla Motors  - Model Y - LR,93
Skoda  - Citigo - G-Tec,90
Skoda  - Citigo - Monte Carlo,87
Tesla Motors  - Model Y - Performance,96
Skoda  - Citigo - Citigo,91
Skoda  - Citigo - Ambition,91
Skoda  - Citigo - Citigo Elegance G-Tec,92
Skoda  - Citigo - CNG,90
Skoda  - Citigo - NF13CV Ambition G-TEC 50kW,90
